Index,Compound name,A_site,A'_site,B_site,B'_site,C_A,C_A',Cn_A,Cn_A',C_B,C_B',Cn_B,Cn_B',r_Asite,r_A'site,r_Bsite,r_B'site,Avg_AA',Avg_BB',TF,Energy,Fermi_energy,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,space_group_LS,Space_group_No_LS,space_group_HS,Space_group_No_HS,Total_mag_Outcar,mag_B,mag_B',mag_O,A_s,A_p,A_d,A'_s,A'_p,A'_d,B_s,B_p,B_d,B'_s,B'_p,B'_d,O_s,O_p,dis_x_A1,dis_x_A2,dis_y_A1,dis_y_A2,dis_x_A'1,dis_x_A'2,dis_y_A'1,dis_y_A'2,|x_A_dis|,|y_A_dis|,|x_A'_dis|,|y_A'_dis|,|A_dis|,|A'_dis|,tilt_angle,rot_angle,target_label
Comp_309,RbYCoOsO6_L,Rb,Y,Co,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.745,0.545,1.3145,0.645,0.944546657,-136.326282,3.7956251,5.573987,5.438777,8.065843,89.48114,89.997162,90.004234,244.511435,P21,4,P4/nmm,129,2.151,0.009,0.003,0.052333333,1.946,5.359,0.061,2.113,6.138,0.7555,0.301,0.379,7.119,0.666,1.037,5.85,1.560666667,3.438333333,-0.018676198,-0.018731083,0.003059342,0.003059342,0.06276611,0.062704315,-0.01177491,0.01124403,0.018703641,0.003059342,0.062735213,0.01150947,0.018952196,0.063782245,4.555538361,20.95866438,1
Comp_310,RbYCoOsO6_R,Rb,Y,Co,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.745,0.545,1.3145,0.645,0.944546657,-135.323785,3.76769329,5.673223,5.495727,7.760925,89.935379,90.003624,90.021011,241.973709,Pc,7,F-4 3m,216,2.153,0.008,0.006,0.04525,1.949,5.368,0.072,2.116,6.132,0.782,0.298,0.378,7.107,0.655,1.018,5.823,1.5605,3.4345,0.015914918,-0.014906667,-0.000940925,-0.000940925,0.064080375,-1.014906667,0.021739905,0.021653854,0.015410793,0.000940925,0.539493521,0.021696879,0.015439491,0.539929638,13.76615694,8.552683868,2
Comp_311,RbYCoReO6_C,Rb,Y,Co,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.745,0.55,1.3145,0.6475,0.943364496,-142.375421,4.258,5.651173,5.604719,7.737332,89.748848,90.217766,86.978867,244.721423,P-1,2,P42/mmc,131,3.92,2.721,0.7805,0.01192,1.947,5.368,0.065,2.111,6.116,0.753,0.3075,0.398,7.1225,0.618,0.9615,4.5345,1.559333333,3.4515,0.026585903,-0.025735157,-0.008100133,-0.008100133,-0.045947384,0.046717851,0.010700836,-0.011122212,0.02616053,0.008100133,0.046332618,0.010911524,0.027385863,0.047600135,10.67866253,19.38830907,0
Comp_312,RbYCoReO6_L,Rb,Y,Co,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.745,0.55,1.3145,0.6475,0.943364496,-143.738194,3.96709454,5.469385,5.276755,9.35962,86.878258,90.002312,90.00235,269.723452,P21,4,P4/nmm,129,3.885,2.637,0.7375,0.019,1.938,5.354,0.037,2.122,6.173,0.822,0.333,0.4245,7.176,0.632,0.9535,4.586,1.5595,3.4555,0.00577166,0.00596892,0.017894807,0.017894807,0.058340668,0.058263657,-0.021526293,0.021013798,0.00587029,0.017894807,0.058302163,0.021270045,0.018833067,0.062060914,7.687206018,23.83826117,1
Comp_313,RbYCoReO6_R,Rb,Y,Co,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.745,0.55,1.3145,0.6475,0.943364496,-142.125902,4.3611,5.671082,5.499677,7.81196,90.084206,90.016609,90.044601,243.647785,Pc,7,F-4 3m,216,3.973,2.705,0.748,0.013305833,1.948,5.369,0.07,2.115,6.1325,0.7825,0.294,0.369,7.112,0.618,0.9455,4.524,1.5595,3.448166667,0.01562687,-0.014695791,0.001540948,0.001540948,0.065685171,-1.014695791,0.016952996,0.015940133,0.01516133,0.001540948,0.540190481,0.016446564,0.015239438,0.540440788,13.0206319,10.74831739,2
Comp_314,RbYCoWO6_L,Rb,Y,Co,W,1,3,8,8,2,6,6,6,1.61,1.019,0.745,0.6,1.3145,0.6725,0.931703624,-153.158118,2.84246288,5.456791,5.27398,9.510912,86.891327,90.019638,89.98893,273.311824,P21,4,P4/nmm,129,5.89,2.69,0.035,0.025,1.938,5.355,0.036,2.122,6.174,0.823,0.333,0.4255,7.151,0.725,1.0895,4.1995,1.560833333,3.47025,0.005913258,0.006162557,0.016336014,0.016336014,0.058222382,0.058068326,-0.02213755,0.021688845,0.006037908,0.016336014,0.058145354,0.021913198,0.017416133,0.062137512,7.526362021,21.58652594,1
Comp_315,RbYCrOsO6_C,Rb,Y,Cr,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.545,1.3145,0.6725,0.931703624,-146.420026,4.54073576,5.576807,5.540842,7.639784,89.903343,90.090225,89.609367,236.064803,P-1,2,P42/mmc,131,0.127,0.028,0.0185,0.113583333,1.948,5.369,0.069,2.107,6.115,0.748,0.3965,0.6795,4.196,0.6105,0.9035,5.8485,1.5535,3.462,0.018375353,-0.017570296,-0.003798465,-0.003798465,-0.039807776,0.040625697,-0.002654733,0.002122658,0.017972824,0.003798465,0.040216736,0.002388696,0.018369833,0.040287613,10.48722027,10.79376594,0
Comp_316,RbYCrOsO6_L,Rb,Y,Cr,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.545,1.3145,0.6725,0.931703624,-146.728662,4.63906102,5.541645,5.469989,7.79583,89.799263,90.002335,89.998795,236.311477,P21,4,P4/nmm,129,0.104,0.027,0.02,0.113916667,1.947,5.366,0.067,2.108,6.1245,0.739,0.394,0.675,4.195,0.608,0.907,5.872,1.554833333,3.461416667,-0.013100061,-0.013050465,0.002344241,0.002344241,0.052065763,0.052132522,-0.002095623,0.00165556,0.013075263,0.002344241,0.052099142,0.001875592,0.013283748,0.052132893,4.121295194,15.97292481,1
Comp_317,RbYCrOsO6_R,Rb,Y,Cr,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.545,1.3145,0.6725,0.931703624,-145.676002,4.49628933,5.580706,5.464483,7.740271,89.963707,89.994141,90.002014,236.04471,Pc,7,F-4 3m,216,0.099,0.026,0.02,0.114333333,1.95,5.376,0.079,2.114,6.124,0.7705,0.388,0.658,4.175,0.602,0.892,5.844,1.555,3.458166667,0.013376365,-0.01266735,-0.000936419,-0.000936419,0.05368755,-1.01266735,0.019969435,0.019946092,0.013021857,0.000936419,0.53317745,0.019957764,0.013055483,0.533550846,12.56073745,6.365437415,2
Comp_318,RbYCrReO6_C,Rb,Y,Cr,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.55,1.3145,0.675,0.930553373,-151.956592,4.8305287,5.586318,5.552017,7.651402,89.620445,89.833229,88.946114,237.264519,P-1,2,P42/mmc,131,1.816,2.7515,1.557,0.044,1.948,5.369,0.07,2.106,6.112,0.739,0.397,0.6795,4.209,0.5655,0.8265,4.62,1.5545,3.467833333,0.021068888,-0.020300428,-0.004863147,-0.004863147,-0.041936292,0.042803323,-9.51E-05,-0.000335186,0.020684658,0.004863147,0.042369808,0.000215145,0.021248653,0.042370354,10.2372532,13.09799199,0
Comp_319,RbYCrReO6_L,Rb,Y,Cr,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.55,1.3145,0.675,0.930553373,-151.998971,4.82182462,5.585967,5.476517,7.903921,89.673279,90.004204,89.995567,241.789994,P21,4,P4/nmm,129,9.814,3.12,1.524,0.028583333,1.947,5.364,0.066,2.1125,6.14,0.758,0.36,0.584,4.181,0.573,0.834,4.606,1.5575,3.462416667,-0.0173564,-0.01723867,0.00092116,0.00092116,0.05930611,0.059420871,-0.007241093,0.006722748,0.017297535,0.00092116,0.059363491,0.00698192,0.017322046,0.059772663,4.197405023,20.22610434,1
Comp_320,RbYCrReO6_R,Rb,Y,Cr,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.55,1.3145,0.675,0.930553373,-151.203142,4.8231789,5.583033,5.480006,7.75354,90.06472,89.97802,89.986084,237.219801,Pc,7,F-4 3m,216,1.853,2.729,1.544,0.006933333,1.95,5.375,0.078,2.112,6.1195,0.766,0.3855,0.6545,4.187,0.559,0.8165,4.598,1.553583333,3.463,0.01240347,-0.011700542,-0.000339879,-0.000339879,0.051655078,-1.011700542,0.020076127,0.020209793,0.012052006,0.000339879,0.53167781,0.02014296,0.012056797,0.532059238,12.3367967,6.186139602,2
Comp_321,RbYCrWO6_C,Rb,Y,Cr,W,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.6,1.3145,0.7,0.919205161,-159.785194,4.47394011,5.812552,5.768918,7.662055,91.189812,91.132484,83.226074,255.037709,P-1,2,P42/mmc,131,7.622,3.5775,0.149,0.018166667,1.946,5.366,0.062,2.112,6.1205,0.756,0.33,0.482,4.3005,0.7015,1.1035,4.093,1.56325,3.473416667,0.020583892,-0.021864117,-0.01684287,-0.01684287,-0.037688474,0.042501771,0.028394446,-0.02513563,0.021224005,0.01684287,0.040095123,0.026765038,0.02709503,0.048207739,11.03218854,21.38817498,0
Comp_322,RbYCrWO6_L,Rb,Y,Cr,W,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.6,1.3145,0.7,0.919205161,-160.870829,4.769753,5.750408,5.577484,7.942705,88.978348,89.639748,85.890236,254.046185,P21,4,P4/nmm,129,7.642,3.6135,0.1525,0.012416667,1.945,5.3605,0.06,2.1105,6.136,0.75,0.3015,0.4345,4.2685,0.7095,1.0885,4.1565,1.558916667,3.469,-0.012734421,-0.025818175,-0.003786491,-0.003786491,0.072998724,0.065335211,-0.010446506,0.000503165,0.019276298,0.003786491,0.069166968,0.005474836,0.019644673,0.069383307,4.527034289,23.64128642,1
Comp_323,RbYCrWO6_R,Rb,Y,Cr,W,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.6,1.3145,0.7,0.919205161,-159.91859,4.59825862,5.878778,5.652751,7.66691,89.288139,88.943077,84.595039,253.590571,Pc,7,F-4 3m,216,7.636,3.6265,0.117,0.013333333,1.946,5.366,0.0665,2.1155,6.138,0.774,0.304,0.4335,4.2705,0.7015,1.0795,4.1155,1.559583333,3.46725,0.012236759,-0.020795129,-0.011093868,-0.011093868,0.076223587,-1.020795129,0.007318422,0.033114162,0.016515944,0.011093868,0.548509358,0.020216292,0.019895987,0.548881785,15.86568743,12.03075494,2
Comp_324,RbYFeReO6_C,Rb,Y,Fe,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.78,0.55,1.3145,0.665,0.935171504,-146.326684,4.17620465,5.715341,5.642937,7.734131,89.880074,90.381714,86.556892,248.979284,P-1,2,P42/mmc,131,7.92,3.7195,0.7925,0.039083333,1.947,5.367,0.064,2.112,6.116,0.7485,0.297,0.393,6.0945,0.616,0.9555,4.5375,1.559333333,3.451333333,0.029089508,-0.028351594,-0.009295045,-0.009295045,-0.047848971,0.048638418,0.011302721,-0.011831574,0.028720551,0.009295045,0.048243695,0.011567147,0.030187214,0.049611017,11.08648303,20.37653297,0
Comp_325,RbYFeReO6_L,Rb,Y,Fe,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.78,0.55,1.3145,0.665,0.935171504,-147.3345,4.00824972,5.520309,5.339923,9.241443,87.2229,89.941193,88.745445,272.034313,P21,4,P4/nmm,129,9.828,3.652,0.8605,0.050166667,1.9385,5.353,0.038,2.121,6.167,0.8065,0.3185,0.4065,6.1225,0.6285,0.9445,4.5825,1.560416667,3.454833333,-0.002302803,-0.00059116,0.02191345,0.02191345,0.061533029,0.061449016,-0.020156359,0.013589362,0.001446981,0.02191345,0.061491022,0.016872861,0.021961171,0.063763934,7.788377649,24.95527698,1
Comp_326,RbYFeReO6_R,Rb,Y,Fe,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.78,0.55,1.3145,0.665,0.935171504,-146.133671,4.3361906,5.661126,5.497134,7.96046,89.737427,89.998581,89.997734,247.72666,Pc,7,F-4 3m,216,5.926,3.683,0.7525,0.018333333,1.947,5.367,0.067,2.117,6.136,0.7955,0.282,0.36,6.087,0.6155,0.9395,4.5255,1.56,3.448833333,0.017751846,-0.016996597,0.001742063,0.001742063,0.059234986,-1.016996597,0.020898731,0.021293378,0.017374221,0.001742063,0.538115792,0.021096054,0.017461339,0.538529153,13.63969299,9.817911587,2
Comp_327,RbYFeWO6_C,Rb,Y,Fe,W,1,3,8,8,2,6,6,6,1.61,1.019,0.78,0.6,1.3145,0.69,0.923711069,-155.258375,4.2345,5.712844,5.609367,7.743811,89.562256,90.589432,88.651314,248.064235,P-1,2,P42/mmc,131,7.91,3.7175,0.0245,0.001433667,1.948,5.368,0.068,2.105,6.11,0.7315,0.2905,0.3785,6.094,0.707,1.1105,4.0795,1.55925,3.465416667,0.024727279,-0.024312096,0.000214014,0.000214014,-0.050333614,0.051436272,-0.016538065,0.015762371,0.024519687,0.000214014,0.050884943,0.016150218,0.024520621,0.053386393,12.4361836,12.15586902,0
Comp_328,RbYFeWO6_R,Rb,Y,Fe,W,1,3,8,8,2,6,6,6,1.61,1.019,0.78,0.6,1.3145,0.69,0.923711069,-155.462047,4.19511198,5.708687,5.514185,7.901986,89.816498,89.994209,90.015434,248.743426,Pc,7,F-4 3m,216,7.892,3.71,0.04,0.023833333,1.947,5.37,0.068,2.117,6.137,0.78,0.277,0.351,6.076,0.705,1.0915,4.109,1.561,3.46525,0.014119913,-0.013259078,-0.000230502,-0.000230502,0.061838082,-1.013259078,0.023333102,0.023203771,0.013689495,0.000230502,0.53754858,0.023268437,0.013691436,0.538051945,14.0685299,9.029973913,2
Comp_329,RbYMnReO6_C,Rb,Y,Mn,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.55,1.3145,0.69,0.923711069,-150.366057,4.09155843,5.746124,5.634502,7.81961,89.535828,91.16716,88.07653,252.967024,P-1,2,P42/mmc,131,7.629,4.5,0.704,0.016333333,1.947,5.365,0.065,2.11,6.115,0.75,0.2095,6.203,4.943,0.6175,0.953,4.5025,1.560666667,3.448833333,0.03596104,-0.035256179,-0.003658795,-0.003658795,-0.05289078,0.053699834,-0.006367792,0.00589237,0.03560861,0.003658795,0.053295307,0.006130081,0.035796087,0.053646693,12.89031635,17.8613452,0
Comp_330,RbYMnReO6_L,Rb,Y,Mn,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.55,1.3145,0.69,0.923711069,-151.524938,4.12466687,5.592387,5.412084,8.850473,88.344063,90.006271,89.985573,267.760683,P21,4,P4/nmm,129,7.525,4.446,0.688,0.033416667,1.941,5.354,0.045,2.118,6.159,0.7855,0.226,6.218,4.951,0.628,0.946,4.58,1.563666667,3.455583333,-0.008472786,-0.008483461,0.016856188,0.016856188,0.064452106,0.064481652,-0.012933713,0.012425948,0.008478123,0.016856188,0.064466879,0.01267983,0.018868218,0.065702029,6.402242181,25.22896547,1
Comp_331,RbYMnReO6_R,Rb,Y,Mn,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.55,1.3145,0.69,0.923711069,-150.482535,4.28722112,5.754154,5.558311,7.881858,89.883858,89.999657,89.985291,252.087918,Pc,7,F-4 3m,216,7.669,4.497,0.685,0.0155,1.947,5.365,0.066,2.117,6.135,0.787,0.204,6.194,4.933,0.615,0.935,4.513,1.560833333,3.4475,0.016123141,-0.015391835,0.000572312,0.000572312,0.068049186,-1.015391835,0.020469156,0.02060733,0.015757488,0.000572312,0.541720511,0.020538243,0.015767878,0.542109704,14.39909381,10.66742413,2
Comp_332,RbYMnWO6_C,Rb,Y,Mn,W,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.6,1.3145,0.715,0.912528126,-159.399286,4.09240192,5.740463,5.642285,7.860745,88.809532,91.429695,89.383949,254.453914,P-1,2,P42/mmc,131,9.61,4.5395,0.08,0.019916667,1.948,5.366,0.067,2.107,6.113,0.741,0.205,6.195,4.9385,0.705,1.1085,4.065,1.5605,3.462916667,0.029380007,-0.029083588,0.001434449,0.001434449,-0.050390028,0.05196159,-0.019220158,0.018150379,0.029231798,0.001434449,0.051175809,0.018685269,0.029266972,0.054480297,13.37787057,10.66212393,0
Comp_333,RbYMnWO6_L,Rb,Y,Mn,W,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.6,1.3145,0.715,0.912528126,-160.820908,3.97146511,5.641289,5.488569,8.31481,89.11396,90.005241,90.000504,257.417357,P21,4,P4/nmm,129,9.584,4.532,0.081,0.018416667,1.944,5.359,0.057,2.112,6.144,0.76,0.203,6.191,4.939,0.719,1.102,4.158,1.5645,3.46825,-0.015510826,-0.01553075,0.00252253,0.00252253,0.06782069,0.067732599,-0.007664795,0.007145958,0.015520788,0.00252253,0.067776645,0.007405377,0.01572444,0.068180005,4.75559653,23.59306042,1
Comp_334,RbYMnWO6_R,Rb,Y,Mn,W,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.6,1.3145,0.715,0.912528126,-159.399247,4.09290748,5.740388,5.642265,7.860587,88.810379,91.424767,89.382576,254.445071,Pc,7,F-4 3m,216,9.61,4.539,0.08,0.019916667,1.948,5.366,0.067,2.107,6.113,0.741,0.205,6.195,4.9385,0.705,1.108,4.0645,1.5605,3.462833333,0.029555052,-0.029164144,0.001358771,0.001358771,-0.050479194,0.051949256,-0.019051159,0.018084945,0.029359598,0.001358771,0.051214225,0.018568052,0.029391023,0.054476319,13.3760332,10.68673813,2
Comp_335,RbYNiOsO6_C,Rb,Y,Ni,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.545,1.3145,0.6175,0.957748706,-132.322494,3.77100612,5.636164,5.569323,7.592604,89.44735,90.5196,88.402687,238.214853,P-1,2,P42/mmc,131,0.2,1.7375,1.297,0.05,1.948,5.366,0.068,2.11,6.1215,0.752,0.34,0.443,8.2095,0.6625,1.035,5.816,1.56,3.439166667,0.026971746,-0.026205596,-0.00423846,-0.00423846,-0.047216282,0.048071693,-0.004013684,0.003489999,0.026588671,0.00423846,0.047643987,0.003751842,0.026924375,0.047791483,11.64468464,13.71959468,0
Comp_336,RbYNiOsO6_L,Rb,Y,Ni,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.545,1.3145,0.6175,0.957748706,-132.975012,3.80501909,5.541399,5.432238,8.002809,89.400063,90.001518,89.998825,240.888886,P21,4,P4/nmm,129,0.197,1.712,1.2805,0.057166667,1.946,5.36,0.062,2.114,6.141,0.76,0.332,0.4185,8.212,0.667,1.0385,5.8525,1.561666667,3.437916667,-0.017077846,-0.017118597,-0.0001467,-0.0001467,0.060088218,0.060032855,-0.011001141,0.010503492,0.017098222,0.0001467,0.060060537,0.010752316,0.017098851,0.061015411,4.150239692,20.25002835,1
Comp_337,RbYNiOsO6_R,Rb,Y,Ni,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.545,1.3145,0.6175,0.957748706,-131.931912,3.79369235,5.641764,5.478571,7.706214,89.907341,89.999367,89.996147,238.189554,Pc,7,F-4 3m,216,0.199,1.7205,1.2935,0.0465,1.949,5.369,0.074,2.1155,6.132,0.781,0.33,0.419,8.197,0.657,1.022,5.827,1.56125,3.4345,0.013176878,-0.012559011,0.000278095,0.000278095,0.063165487,-1.012559011,0.019162191,0.019287835,0.012867944,0.000278095,0.537862249,0.019225013,0.012870949,0.538205723,13.33666747,8.08794682,2
Comp_338,RbYNiReO6_C,Rb,Y,Ni,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.55,1.3145,0.62,0.956533289,-139.06144,4.2964,5.591701,5.564705,7.751565,89.826668,90.07885,87.01123,240.869497,P-1,2,P42/mmc,131,1.968,1.752,0.777,0.028233917,1.947,5.37,0.067,2.112,6.118,0.759,0.3385,0.441,8.208,0.6175,0.96,4.537,1.558833333,3.451416667,0.022167686,-0.021208678,-0.010634207,-0.010634207,-0.039887973,0.040517149,0.017123265,-0.017652763,0.021688182,0.010634207,0.040202561,0.017388014,0.024154991,0.0438017,9.656044891,19.13364633,0
Comp_339,RbYNiReO6_L,Rb,Y,Ni,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.55,1.3145,0.62,0.956533289,-140.105063,3.94,5.443256,5.27585,9.287551,87.465584,90.004036,89.993042,266.457188,P21,4,P4/nmm,129,1.921,1.6695,0.734,0.020533583,1.94,5.357,0.045,2.12,6.168,0.808,0.361,0.458,8.271,0.6345,0.9605,4.595,1.566666667,3.459333333,-0.00265786,-0.002841701,0.012856209,0.012856209,0.05882281,0.058713974,-0.016665547,0.016162326,0.002749781,0.012856209,0.058768392,0.016413937,0.013146993,0.061017549,6.035887695,23.741866,1
Comp_340,RbYNiReO6_R,Rb,Y,Ni,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.55,1.3145,0.62,0.956533289,-138.712095,4.4045,5.641049,5.477463,7.761871,90.038048,90.00164,89.993675,239.831178,Pc,7,F-4 3m,216,2.04,1.737,0.7525,0.01810675,1.948,5.371,0.072,2.114,6.13,0.781,0.326,0.41,8.193,0.618,0.947,4.517,1.559333333,3.447916667,0.014774157,-0.014045495,0.000592029,0.000592029,0.063977107,-1.014045495,0.018501515,0.018542345,0.014409826,0.000592029,0.539011301,0.01852193,0.014421983,0.53932944,12.80330682,9.339758589,2
Comp_341,RbYNiWO6_C,Rb,Y,Ni,W,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.6,1.3145,0.645,0.944546657,-148.175851,3.52525487,5.612983,5.554517,7.687695,89.668854,90.435173,88.837204,239.621927,P-1,2,P42/mmc,131,4.023,1.7705,0.0245,0.031333333,1.948,5.371,0.069,2.103,6.103,0.7215,0.341,0.4465,8.2045,0.71,1.1195,4.1005,1.558,3.46625,0.02084162,-0.020200249,-0.002812852,-0.002812852,-0.044169866,0.045298195,-0.004475925,0.003795252,0.020520935,0.002812852,0.04473403,0.004135588,0.020712819,0.044924788,10.68588219,11.62274161,0
Comp_342,RbYNiWO6_L,Rb,Y,Ni,W,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.6,1.3145,0.645,0.944546657,-149.57243,2.90665291,5.451243,5.312291,8.972186,88.26001,90.016914,89.999908,259.702041,P21,4,P4/nmm,129,3.954,1.7235,0.031,0.030666667,1.941,5.359,0.044,2.119,6.166,0.807,0.3645,0.47,8.249,0.728,1.104,4.214,1.56675,3.476083333,-0.004732556,-0.004402785,0.01820325,0.01820325,0.057031548,0.057107378,-0.016439574,0.015978751,0.00456767,0.01820325,0.057069463,0.016209163,0.018767576,0.059326727,6.875185184,19.99118852,1
Comp_343,RbYNiWO6_R,Rb,Y,Ni,W,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.6,1.3145,0.645,0.944546657,-148.148518,3.30956101,5.66393,5.492167,7.743951,89.958984,90.000153,89.998001,240.892946,Pc,7,F-4 3m,216,4.008,1.773,0.0345,0.028166667,1.948,5.373,0.073,2.113,6.129,0.762,0.325,0.409,8.17,0.706,1.098,4.115,1.558666667,3.4645,0.011738588,-0.010923874,-0.000689572,-0.000689572,0.065780557,-1.010923874,0.018775092,0.01885805,0.011331231,0.000689572,0.538352216,0.018816571,0.011352194,0.538680955,12.98656636,8.651748346,2
Comp_344,RbYVOsO6_C,Rb,Y,V,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.545,1.3145,0.5925,0.970074945,-147.93029,4.79540588,5.598976,5.505255,7.659075,90.216919,89.814392,87.852997,235.912961,P-1,2,P42/mmc,131,3.782,0.0155,0.0095,0.089,1.948,5.369,0.07,2.108,6.116,0.748,0.488,0.9315,3.4835,0.589,0.8525,5.9275,1.555333333,3.458083333,0.020767756,-0.020149706,-0.004706103,-0.004706103,-0.044118599,0.044908927,-0.001167498,0.000605109,0.020458731,0.004706103,0.044513763,0.000886304,0.020993024,0.044522586,9.817630314,14.19487107,0
Comp_345,RbYVOsO6_L,Rb,Y,V,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.545,1.3145,0.5925,0.970074945,-148.186642,4.9442954,5.547401,5.467421,7.732916,89.862808,90.051514,89.928001,234.538185,P21,4,P4/nmm,129,1.677,0.013,0.0055,0.061333333,1.947,5.368,0.07,2.106,6.1175,0.736,0.506,0.964,3.5335,0.58,0.842,5.969,1.5565,3.456916667,-0.013764077,-0.013312434,-0.003518753,-0.003518753,0.052887963,0.050761631,-0.009850152,0.007808387,0.013538256,0.003518753,0.051824797,0.00882927,0.013988066,0.052571528,4.12364645,13.20706903,1
Comp_346,RbYVOsO6_R,Rb,Y,V,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.545,1.3145,0.5925,0.970074945,-147.256791,4.7723757,5.593622,5.47294,7.680184,89.896294,89.994667,90.000343,235.117393,Pc,7,F-4 3m,216,1.922,0.016,0.013,0.11475,1.95,5.376,0.08,2.111,6.117,0.7595,0.475,0.894,3.452,0.582,0.849,5.9105,1.556333333,3.455166667,0.013984057,-0.013286468,-0.000774528,-0.000774528,0.049897296,-1.013286468,0.020623821,0.020766635,0.013635262,0.000774528,0.531591882,0.020695228,0.013657242,0.531994569,11.95850834,6.10707654,2
Comp_347,RbYVReO6_C,Rb,Y,V,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.64,0.55,1.2645,0.595,0.950647764,-153.205256,4.87018459,5.618229,5.581484,7.644042,90.164253,89.892929,87.766998,239.518791,P-1,2,P42/mmc,131,0.791,0.0175,0.0105,0.033666667,1.947,5.368,0.069,2.105,6.108,0.732,0.4465,0.822,3.47,0.57,0.835,4.623,1.555666667,3.464416667,0.023235725,-0.022527083,-0.004670319,-0.004670319,-0.045023042,0.045678512,-0.000844812,0.000359363,0.022881404,0.004670319,0.045350777,0.000602088,0.023353169,0.045354773,10.17915718,15.09483056,0
Comp_348,RbYVReO6_L,Rb,Y,V,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.55,1.3145,0.595,0.968828062,-153.46324,4.99289343,5.59147,5.495756,7.784238,89.55761,89.997604,89.993721,239.197472,P21,4,P4/nmm,129,0.1,0.015,0.013,0.03725,1.947,5.366,0.068,2.106,6.115,0.7275,0.451,0.832,3.463,0.562,0.8215,4.6505,1.555333333,3.4645,-0.01646484,-0.016357156,-0.003503475,-0.003503475,0.054854876,0.055008989,-0.009060819,0.00872014,0.016410998,0.003503475,0.054931933,0.00889048,0.016780799,0.055646724,4.101206462,14.63133562,1
Comp_349,RbYVReO6_R,Rb,Y,V,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.55,1.3145,0.595,0.968828062,-152.423246,4.91078105,5.613138,5.500916,7.734947,90.026947,89.99556,89.994644,238.835003,Pc,7,F-4 3m,216,0.083,0.015,0.015,0.037416667,1.95,5.374,0.077,2.11,6.116,0.758,0.439,0.8045,3.424,0.5555,0.811,4.617,1.555,3.46075,0.01536843,-0.014575688,-0.000696385,-0.000696385,0.051554542,-1.014575688,0.021166891,0.021102277,0.014972059,0.000696385,0.533065115,0.021134584,0.014988245,0.533483915,12.16752281,6.886133461,2
Comp_350,RbYVWO6_C,Rb,Y,V,W,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.6,1.3145,0.62,0.956533289,-161.214946,5.27770826,5.640933,5.563927,7.776839,89.71051,90.508621,89.097786,244.038672,P-1,2,P42/mmc,131,5.393,2.3275,0.3145,0.007583333,1.948,5.3685,0.069,2.103,6.101,0.729,0.386,0.67,3.4595,0.683,1.0535,4.117,1.558333333,3.474083333,0.021358507,-0.020240348,-0.003612571,-0.003612571,-0.043062811,0.043494386,-0.004521832,0.00405153,0.020799428,0.003612571,0.043278599,0.004286681,0.021110823,0.043490375,10.54556391,12.18535229,0
